scene,seq,N_req,N,box_lo,box_hi,A_in_box,B_in_box
apartment_2,seq_0000,1,1,"[-4.212, -3.566, -9.922]","[4.238, 0.343, -1.106]",True,True
apartment_2,seq_0000,2,2,"[-4.212, -3.566, -9.922]","[4.238, 0.343, 1.772]",True,True
apartment_2,seq_0000,4,4,"[-6.17, -3.566, -9.922]","[4.238, 0.362, 1.772]",True,True
apartment_2,seq_0000,8,8,"[-7.775, -3.701, -10.332]","[4.238, 0.401, 3.096]",True,True
apartment_2,seq_0000,16,16,"[-7.045, -3.725, -10.391]","[5.365, 0.421, 3.462]",True,True
apartment_2,seq_0000,-1,37,"[-7.972, -3.852, -11.053]","[5.365, 0.421, 3.462]",True,True
apartment_2,seq_0001,1,1,"[-5.72, -3.572, -9.381]","[3.287, 0.401, 0.206]",True,True
apartment_2,seq_0001,2,2,"[-5.72, -3.572, -9.381]","[6.787, 0.401, 2.573]",True,True
apartment_2,seq_0001,4,4,"[-8.049, -3.637, -9.381]","[6.787, 0.431, 2.573]",True,True
apartment_2,seq_0001,8,8,"[-6.292, -3.637, -10.349]","[6.787, 0.421, 6.549]",True,True
apartment_2,seq_0001,16,16,"[-8.049, -3.777, -10.198]","[7.959, 0.431, 2.717]",True,True
apartment_2,seq_0001,-1,45,"[-8.049, -3.777, -12.874]","[7.959, 0.431, 6.549]",True,True
apartment_2,seq_0002,1,1,"[-2.707, -3.636, -8.937]","[4.857, 0.401, -1.302]",True,True
apartment_2,seq_0002,2,2,"[-6.802, -3.775, -12.704]","[5.077, 0.401, -1.286]",True,True
apartment_2,seq_0002,4,4,"[-6.802, -3.775, -12.704]","[5.936, 0.401, 1.696]",True,True
apartment_2,seq_0002,8,8,"[-6.802, -3.775, -12.704]","[6.604, 0.401, 1.469]",True,True
apartment_2,seq_0002,16,16,"[-6.802, -4.012, -12.704]","[6.604, 0.401, 1.901]",True,True
apartment_2,seq_0002,-1,24,"[-6.802, -4.012, -12.704]","[6.881, 0.401, 1.901]",True,True
apartment_2,seq_0003,1,1,"[-4.438, -3.532, -10.332]","[5.458, 0.274, -0.943]",True,True
apartment_2,seq_0003,2,2,"[-5.558, -3.638, -15.774]","[5.458, 0.44, -0.943]",True,True
apartment_2,seq_0003,4,4,"[-5.666, -3.638, -15.774]","[5.458, 0.44, -0.943]",True,True
apartment_2,seq_0003,8,8,"[-5.952, -3.654, -15.774]","[5.458, 0.44, -0.943]",True,True
apartment_2,seq_0003,16,16,"[-6.34, -3.769, -15.774]","[5.458, 0.44, -0.153]",True,True
apartment_2,seq_0003,-1,31,"[-6.34, -3.769, -16.034]","[5.479, 0.44, 0.011]",True,True
apartment_2,seq_0004,1,1,"[-6.844, -3.678, -10.326]","[3.631, 0.353, -0.804]",True,True
apartment_2,seq_0004,2,2,"[-6.844, -3.678, -16.267]","[5.368, 0.44, -0.804]",True,True
apartment_2,seq_0004,4,4,"[-6.844, -3.678, -16.267]","[5.73, 0.44, -0.385]",True,True
apartment_2,seq_0004,8,8,"[-6.844, -3.71, -16.267]","[5.637, 0.44, 1.109]",True,True
apartment_2,seq_0004,16,16,"[-6.915, -3.792, -16.267]","[6.841, 0.44, 0.247]",True,True
apartment_2,seq_0004,-1,42,"[-6.915, -3.856, -16.381]","[6.841, 0.62, 2.539]",True,True
apartment_2,seq_0005,1,1,"[-2.752, -3.757, -6.017]","[4.599, 0.294, 0.78]",True,True
apartment_2,seq_0005,2,2,"[-2.752, -3.757, -6.017]","[6.969, 0.294, 2.093]",True,True
apartment_2,seq_0005,4,4,"[-2.752, -3.757, -6.017]","[8.677, 0.392, 2.093]",True,True
apartment_2,seq_0005,8,8,"[-2.752, -3.757, -6.017]","[8.644, 0.421, 2.159]",True,True
apartment_2,seq_0005,16,16,"[-2.795, -3.757, -6.689]","[8.869, 0.421, 2.223]",True,True
apartment_2,seq_0005,-1,18,"[-2.795, -3.757, -6.689]","[8.869, 0.421, 2.223]",True,True
apartment_2,seq_0006,1,1,"[-4.021, -3.769, -11.514]","[3.833, 0.382, -1.074]",True,True
apartment_2,seq_0006,2,2,"[-7.458, -4.025, -11.514]","[5.357, 0.471, -1.04]",True,True
apartment_2,seq_0006,4,4,"[-7.458, -4.025, -11.514]","[7.526, 0.471, -0.738]",True,True
apartment_2,seq_0006,8,8,"[-7.458, -4.025, -11.514]","[7.36, 0.471, 2.262]",True,True
apartment_2,seq_0006,16,16,"[-7.458, -4.025, -11.514]","[7.526, 0.471, 2.262]",True,True
apartment_2,seq_0006,-1,18,"[-7.691, -4.025, -11.514]","[7.526, 0.471, 2.262]",True,True
apartment_2,seq_0007,1,1,"[-6.12, -3.499, -9.991]","[3.249, 0.284, -0.997]",True,True
apartment_2,seq_0007,2,2,"[-6.12, -3.504, -9.991]","[3.249, 0.353, 4.744]",True,True
apartment_2,seq_0007,4,4,"[-8.014, -3.626, -10.895]","[5.396, 0.372, 4.744]",True,True
apartment_2,seq_0007,8,8,"[-8.419, -3.611, -10.401]","[4.108, 0.382, 4.744]",True,True
apartment_2,seq_0007,16,16,"[-8.38, -3.626, -11.7]","[5.396, 0.382, 4.744]",True,True
apartment_2,seq_0007,-1,30,"[-8.989, -3.626, -11.7]","[5.396, 0.382, 4.744]",True,True
apartment_2,seq_0008,1,1,"[-3.795, -3.48, -12.425]","[6.262, 0.274, -1.102]",True,True
apartment_2,seq_0008,2,2,"[-5.651, -3.648, -13.706]","[6.262, 0.343, -1.102]",True,True
apartment_2,seq_0008,4,4,"[-5.651, -3.648, -13.706]","[6.262, 0.343, 0.081]",True,True
apartment_2,seq_0008,8,8,"[-5.651, -3.648, -13.706]","[7.933, 0.362, 1.003]",True,True
apartment_2,seq_0008,16,16,"[-6.289, -3.648, -13.706]","[7.439, 0.372, 0.432]",True,True
apartment_2,seq_0008,-1,23,"[-6.289, -3.648, -13.706]","[7.933, 0.372, 1.003]",True,True
apartment_2,seq_0009,1,1,"[-3.052, -3.524, -11.924]","[6.71, 0.392, -2.749]",True,True
apartment_2,seq_0009,2,2,"[-3.052, -3.524, -11.924]","[6.71, 0.392, -2.749]",True,True
apartment_2,seq_0009,4,4,"[-3.052, -3.572, -13.375]","[7.962, 0.392, -2.749]",True,True
apartment_2,seq_0009,8,8,"[-4.641, -3.713, -12.963]","[7.632, 0.392, -0.726]",True,True
apartment_2,seq_0009,16,16,"[-4.362, -4.287, -15.235]","[7.962, 0.421, -0.726]",True,True
apartment_2,seq_0009,-1,25,"[-4.641, -4.287, -15.235]","[7.962, 0.421, -0.726]",True,True
apartment_2,seq_0010,1,1,"[-5.299, -3.49, -8.52]","[6.309, 0.323, 1.458]",True,True
apartment_2,seq_0010,2,2,"[-5.299, -3.519, -8.52]","[6.309, 0.372, 2.444]",True,True
apartment_2,seq_0010,4,4,"[-5.299, -3.597, -8.52]","[6.309, 0.382, 2.444]",True,True
apartment_2,seq_0010,8,8,"[-7.502, -3.596, -9.575]","[6.309, 0.431, 4.453]",True,True
apartment_2,seq_0010,16,16,"[-7.502, -3.676, -9.575]","[6.309, 0.431, 4.453]",True,True
apartment_2,seq_0010,-1,21,"[-7.502, -3.676, -9.575]","[6.309, 0.431, 4.453]",True,True
apartment_2,seq_0011,1,1,"[-5.739, -3.637, -8.983]","[7.984, 0.255, -0.578]",True,True
apartment_2,seq_0011,2,2,"[-5.739, -3.637, -9.833]","[7.984, 0.294, -0.578]",True,True
apartment_2,seq_0011,4,4,"[-5.739, -3.637, -11.768]","[7.984, 0.314, -0.578]",True,True
apartment_2,seq_0011,8,8,"[-5.739, -3.637, -11.768]","[7.984, 0.372, -0.578]",True,True
apartment_2,seq_0011,16,15,"[-5.739, -3.746, -11.768]","[8.645, 0.372, 0.251]",True,True
apartment_2,seq_0011,-1,15,"[-5.739, -3.746, -11.768]","[8.645, 0.372, 0.251]",True,True
frl_apartment_5,seq_0000,1,1,"[-3.295, -3.353, -7.409]","[6.628, 0.697, 1.598]",True,True
frl_apartment_5,seq_0000,2,2,"[-3.295, -3.549, -7.409]","[10.726, 0.697, 4.282]",True,True
frl_apartment_5,seq_0000,4,4,"[-4.295, -3.563, -7.668]","[11.528, 0.759, 4.282]",True,True
frl_apartment_5,seq_0000,8,8,"[-4.295, -3.563, -8.116]","[11.891, 0.759, 4.282]",True,True
frl_apartment_5,seq_0000,16,15,"[-5.318, -3.563, -8.332]","[11.891, 0.911, 4.479]",True,True
frl_apartment_5,seq_0000,-1,15,"[-5.318, -3.563, -8.332]","[11.891, 0.911, 4.479]",True,True
