scene,seq,N_req,N,box_lo,box_hi,A_in_box,B_in_box
apartment_2,seq_0000,1,1,"[-2.6, -3.49, -9.868]","[4.174, 0.343, -2.378]",True,True
apartment_2,seq_0000,2,2,"[-2.895, -3.538, -9.868]","[4.174, 0.343, 1.824]",True,True
apartment_2,seq_0000,4,4,"[-5.873, -3.538, -9.868]","[4.174, 0.362, 1.824]",True,True
apartment_2,seq_0000,8,8,"[-6.416, -3.637, -10.283]","[4.174, 0.401, 2.889]",True,True
apartment_2,seq_0000,16,16,"[-6.648, -3.667, -10.338]","[4.786, 0.421, 3.278]",True,True
apartment_2,seq_0000,-1,37,"[-6.679, -3.667, -11.023]","[4.786, 0.421, 3.278]",True,True
apartment_2,seq_0001,1,1,"[-6.312, -3.606, -8.591]","[3.318, 0.401, -0.085]",True,True
apartment_2,seq_0001,2,2,"[-6.312, -3.606, -8.591]","[6.289, 0.401, 2.185]",True,True
apartment_2,seq_0001,4,4,"[-7.288, -3.606, -8.591]","[6.289, 0.431, 2.185]",True,True
apartment_2,seq_0001,8,8,"[-6.312, -3.667, -8.591]","[6.289, 0.421, 4.759]",True,True
apartment_2,seq_0001,16,16,"[-7.353, -3.783, -9.717]","[7.959, 0.431, 2.185]",True,True
apartment_2,seq_0001,-1,45,"[-7.353, -3.792, -11.637]","[7.959, 0.431, 4.759]",True,True
apartment_2,seq_0002,1,1,"[-2.454, -3.607, -8.835]","[4.14, 0.401, -0.92]",True,True
apartment_2,seq_0002,2,2,"[-5.906, -3.663, -12.7]","[5.077, 0.401, -0.92]",True,True
apartment_2,seq_0002,4,4,"[-5.906, -3.663, -12.7]","[5.988, 0.401, 1.355]",True,True
apartment_2,seq_0002,8,8,"[-5.906, -3.663, -12.7]","[6.003, 0.401, -0.609]",True,True
apartment_2,seq_0002,16,16,"[-5.912, -3.663, -12.7]","[6.003, 0.401, 1.355]",True,True
apartment_2,seq_0002,-1,24,"[-5.912, -3.663, -12.7]","[6.094, 0.401, 1.355]",True,True
apartment_2,seq_0003,1,1,"[-3.793, -3.529, -10.309]","[4.532, 0.274, -0.983]",True,True
apartment_2,seq_0003,2,2,"[-4.481, -3.624, -15.626]","[4.532, 0.44, -0.983]",True,True
apartment_2,seq_0003,4,4,"[-5.594, -3.624, -15.626]","[4.532, 0.44, -0.983]",True,True
apartment_2,seq_0003,8,8,"[-5.559, -3.624, -15.626]","[4.532, 0.44, -0.983]",True,True
apartment_2,seq_0003,16,16,"[-5.912, -3.624, -15.745]","[4.671, 0.44, -0.983]",True,True
apartment_2,seq_0003,-1,31,"[-6.205, -3.624, -16.175]","[4.758, 0.44, -0.789]",True,True
apartment_2,seq_0004,1,1,"[-6.588, -3.555, -9.763]","[3.631, 0.353, -0.74]",True,True
apartment_2,seq_0004,2,2,"[-6.588, -3.586, -16.182]","[5.092, 0.44, -0.74]",True,True
apartment_2,seq_0004,4,4,"[-6.588, -3.586, -16.182]","[5.854, 0.44, -0.209]",True,True
apartment_2,seq_0004,8,8,"[-6.663, -3.586, -16.182]","[5.092, 0.524, -0.156]",True,True
apartment_2,seq_0004,16,16,"[-7.453, -3.701, -16.182]","[5.854, 0.524, -0.129]",True,True
apartment_2,seq_0004,-1,42,"[-7.453, -3.791, -16.45]","[5.854, 0.524, -0.129]",True,True
apartment_2,seq_0005,1,1,"[-2.262, -3.588, -5.782]","[4.68, 0.294, 0.608]",True,True
apartment_2,seq_0005,2,2,"[-2.262, -3.588, -5.782]","[7.072, 0.294, 2.511]",True,True
apartment_2,seq_0005,4,4,"[-2.262, -3.588, -5.782]","[7.939, 0.392, 2.511]",True,True
apartment_2,seq_0005,8,8,"[-2.262, -3.588, -5.782]","[7.328, 0.421, 2.511]",True,True
apartment_2,seq_0005,16,16,"[-2.262, -3.624, -6.549]","[7.939, 0.421, 2.511]",True,True
apartment_2,seq_0005,-1,18,"[-2.262, -3.624, -6.549]","[7.939, 0.421, 2.511]",True,True
apartment_2,seq_0006,1,1,"[-4.021, -3.545, -8.372]","[3.806, 0.382, -0.831]",True,True
apartment_2,seq_0006,2,2,"[-7.182, -3.899, -8.715]","[5.357, 0.524, -0.831]",True,True
apartment_2,seq_0006,4,4,"[-7.182, -3.899, -8.744]","[6.792, 0.524, -0.801]",True,True
apartment_2,seq_0006,8,8,"[-7.182, -3.899, -8.715]","[6.493, 0.524, -0.223]",True,True
apartment_2,seq_0006,16,16,"[-7.182, -3.899, -9.432]","[6.96, 0.524, -0.223]",True,True
apartment_2,seq_0006,-1,18,"[-8.018, -3.899, -9.432]","[6.96, 0.524, -0.223]",True,True
apartment_2,seq_0007,1,1,"[-5.462, -3.48, -9.372]","[3.711, 0.284, -0.981]",True,True
apartment_2,seq_0007,2,2,"[-5.462, -3.49, -9.372]","[3.711, 0.353, 2.068]",True,True
apartment_2,seq_0007,4,4,"[-5.903, -3.626, -9.372]","[3.711, 0.372, 2.068]",True,True
apartment_2,seq_0007,8,8,"[-7.798, -3.588, -9.372]","[3.711, 0.382, 2.458]",True,True
apartment_2,seq_0007,16,16,"[-7.669, -3.626, -10.735]","[3.883, 0.382, 2.934]",True,True
apartment_2,seq_0007,-1,30,"[-7.798, -3.626, -10.735]","[3.883, 0.382, 2.934]",True,True
apartment_2,seq_0008,1,1,"[-2.684, -3.48, -10.26]","[5.846, 0.274, -1.394]",True,True
apartment_2,seq_0008,2,2,"[-5.43, -3.794, -13.706]","[5.846, 0.343, -1.394]",True,True
apartment_2,seq_0008,4,4,"[-5.43, -3.794, -13.706]","[5.846, 0.343, -1.388]",True,True
apartment_2,seq_0008,8,8,"[-5.43, -3.794, -13.706]","[5.846, 0.362, -0.939]",True,True
apartment_2,seq_0008,16,16,"[-5.908, -3.794, -13.706]","[6.45, 0.372, -0.812]",True,True
apartment_2,seq_0008,-1,23,"[-5.908, -3.794, -13.706]","[6.45, 0.372, -0.812]",True,True
apartment_2,seq_0009,1,1,"[-2.843, -3.519, -11.924]","[6.36, 0.392, -2.76]",True,True
apartment_2,seq_0009,2,2,"[-2.843, -3.618, -11.924]","[6.465, 0.392, -2.76]",True,True
apartment_2,seq_0009,4,4,"[-2.843, -3.618, -13.491]","[7.423, 0.392, -2.76]",True,True
apartment_2,seq_0009,8,8,"[-3.001, -3.618, -12.244]","[7.537, 0.392, -2.76]",True,True
apartment_2,seq_0009,16,16,"[-3.537, -4.364, -13.735]","[7.423, 0.421, -1.463]",True,True
apartment_2,seq_0009,-1,25,"[-3.537, -4.364, -13.735]","[7.537, 0.421, -1.463]",True,True
apartment_2,seq_0010,1,1,"[-4.116, -3.49, -7.808]","[4.328, 0.323, 0.279]",True,True
apartment_2,seq_0010,2,2,"[-4.116, -3.519, -7.808]","[4.328, 0.372, 2.694]",True,True
apartment_2,seq_0010,4,4,"[-4.547, -3.618, -8.506]","[4.678, 0.382, 2.694]",True,True
apartment_2,seq_0010,8,8,"[-6.042, -3.783, -9.512]","[4.328, 0.431, 2.914]",True,True
apartment_2,seq_0010,16,16,"[-6.042, -3.783, -9.512]","[4.678, 0.431, 2.914]",True,True
apartment_2,seq_0010,-1,21,"[-6.042, -3.783, -9.512]","[4.678, 0.431, 3.636]",True,True
apartment_2,seq_0011,1,1,"[-4.114, -3.555, -8.837]","[7.254, 0.255, -0.578]",True,True
apartment_2,seq_0011,2,2,"[-4.114, -3.555, -9.402]","[7.254, 0.294, -0.578]",True,True
apartment_2,seq_0011,4,4,"[-4.3, -3.629, -9.734]","[7.305, 0.314, -0.578]",True,True
apartment_2,seq_0011,8,8,"[-5.253, -3.629, -9.402]","[7.398, 0.372, -0.578]",True,True
apartment_2,seq_0011,16,15,"[-5.403, -3.736, -9.734]","[8.658, 0.372, -0.383]",True,True
apartment_2,seq_0011,-1,15,"[-5.403, -3.736, -9.734]","[8.658, 0.372, -0.383]",True,True
frl_apartment_5,seq_0000,1,1,"[-3.539, -3.367, -7.409]","[5.583, 0.712, 1.714]",True,True
frl_apartment_5,seq_0000,2,2,"[-3.539, -3.771, -7.409]","[9.68, 0.714, 4.616]",True,True
frl_apartment_5,seq_0000,4,4,"[-3.539, -3.771, -7.409]","[10.529, 0.714, 4.616]",True,True
frl_apartment_5,seq_0000,8,8,"[-4.755, -3.771, -7.409]","[11.055, 0.714, 4.616]",True,True
frl_apartment_5,seq_0000,16,15,"[-4.821, -3.771, -7.798]","[11.055, 0.715, 4.616]",True,True
frl_apartment_5,seq_0000,-1,15,"[-4.821, -3.771, -7.798]","[11.055, 0.715, 4.616]",True,True
frl_apartment_5,seq_0001,1,1,"[-3.325, -3.604, -6.504]","[10.574, 0.712, 1.271]",True,True
frl_apartment_5,seq_0001,2,2,"[-3.578, -3.604, -6.856]","[10.574, 1.675, 1.271]",True,True
frl_apartment_5,seq_0001,4,4,"[-3.696, -3.628, -6.856]","[10.921, 1.675, 1.483]",True,True
frl_apartment_5,seq_0001,8,8,"[-3.578, -3.631, -6.856]","[11.081, 1.741, 1.44]",True,True
frl_apartment_5,seq_0001,16,16,"[-3.696, -3.631, -6.856]","[11.081, 1.741, 1.504]",True,True
frl_apartment_5,seq_0001,-1,16,"[-3.696, -3.631, -6.856]","[11.081, 1.741, 1.504]",True,True
frl_apartment_5,seq_0002,1,1,"[-0.879, -3.331, -6.789]","[10.263, 0.712, -0.901]",True,True
frl_apartment_5,seq_0002,2,2,"[-3.596, -3.74, -6.789]","[10.263, 2.286, 1.707]",True,True
frl_apartment_5,seq_0002,4,4,"[-3.596, -3.74, -6.789]","[11.286, 2.286, 1.707]",True,True
frl_apartment_5,seq_0002,8,8,"[-3.986, -3.74, -6.869]","[11.006, 2.286, 1.709]",True,True
frl_apartment_5,seq_0002,16,16,"[-3.596, -3.74, -7.205]","[11.286, 2.286, 1.867]",True,True
frl_apartment_5,seq_0002,-1,60,"[-4.625, -3.74, -7.363]","[11.446, 2.286, 1.935]",True,True
frl_apartment_5,seq_0003,1,1,"[-1.304, -3.639, -7.638]","[9.815, 0.535, 1.441]",True,True
frl_apartment_5,seq_0003,2,2,"[-2.045, -3.639, -7.638]","[9.867, 0.535, 1.441]",True,True
frl_apartment_5,seq_0003,4,4,"[-2.045, -3.639, -9.245]","[10.069, 0.712, 1.441]",True,True
frl_apartment_5,seq_0003,8,8,"[-2.045, -3.639, -9.231]","[10.651, 0.712, 1.872]",True,True
frl_apartment_5,seq_0003,16,14,"[-2.045, -3.639, -9.269]","[11.078, 0.712, 1.872]",True,True
frl_apartment_5,seq_0003,-1,14,"[-2.045, -3.639, -9.269]","[11.078, 0.712, 1.872]",True,True
frl_apartment_5,seq_0004,1,1,"[-3.224, -3.408, -7.603]","[10.451, 0.712, 1.603]",True,True
frl_apartment_5,seq_0004,2,2,"[-3.224, -3.45, -7.603]","[10.755, 0.759, 2.335]",True,True
frl_apartment_5,seq_0004,4,4,"[-3.538, -3.479, -7.603]","[10.755, 0.759, 2.335]",True,True
frl_apartment_5,seq_0004,8,8,"[-3.784, -3.639, -7.603]","[10.755, 0.759, 2.61]",True,True
frl_apartment_5,seq_0004,16,15,"[-3.868, -3.639, -7.603]","[11.032, 0.759, 2.61]",True,True
frl_apartment_5,seq_0004,-1,15,"[-3.868, -3.639, -7.603]","[11.032, 0.759, 2.61]",True,True
frl_apartment_5,seq_0005,1,1,"[-3.795, -3.653, -2.74]","[6.653, 0.599, 1.796]",True,True
frl_apartment_5,seq_0005,2,2,"[-3.795, -3.653, -7.519]","[6.653, 0.657, 1.796]",True,True
frl_apartment_5,seq_0005,4,4,"[-4.01, -3.653, -7.519]","[9.58, 0.712, 1.796]",True,True
frl_apartment_5,seq_0005,8,8,"[-3.795, -3.653, -7.519]","[9.47, 0.712, 1.839]",True,True
frl_apartment_5,seq_0005,16,16,"[-4.01, -3.653, -8.134]","[10.644, 0.712, 1.813]",True,True
frl_apartment_5,seq_0005,-1,33,"[-4.64, -3.7, -8.134]","[10.644, 0.712, 1.969]",True,True
frl_apartment_5,seq_0006,1,1,"[-2.978, -3.439, -6.456]","[6.644, 0.712, 1.589]",True,True
frl_apartment_5,seq_0006,2,2,"[-3.502, -3.639, -7.537]","[6.644, 0.712, 1.982]",True,True
frl_apartment_5,seq_0006,4,4,"[-3.502, -3.639, -7.537]","[8.648, 0.712, 1.982]",True,True
frl_apartment_5,seq_0006,8,8,"[-4.027, -3.639, -7.537]","[9.33, 0.712, 1.982]",True,True
frl_apartment_5,seq_0006,16,16,"[-4.532, -3.639, -7.537]","[9.33, 0.712, 1.982]",True,True
frl_apartment_5,seq_0006,-1,18,"[-4.532, -3.639, -7.537]","[9.33, 0.712, 1.982]",True,True
frl_apartment_5,seq_0007,1,1,"[-1.607, -3.367, -7.105]","[10.882, 0.732, 1.843]",True,True
frl_apartment_5,seq_0007,2,2,"[-3.409, -3.4, -7.105]","[10.882, 0.732, 1.843]",True,True
frl_apartment_5,seq_0007,4,4,"[-3.409, -3.653, -7.105]","[10.882, 0.732, 1.843]",True,True
frl_apartment_5,seq_0007,8,8,"[-3.409, -3.604, -7.127]","[10.959, 0.732, 1.843]",True,True
frl_apartment_5,seq_0007,16,16,"[-3.409, -3.653, -7.105]","[11.016, 0.732, 1.843]",True,True
frl_apartment_5,seq_0007,-1,29,"[-3.409, -3.7, -7.176]","[11.016, 0.732, 2.25]",True,True
frl_apartment_5,seq_0008,1,1,"[-6.343, -3.343, -2.667]","[6.359, 0.686, 1.777]",True,True
frl_apartment_5,seq_0008,2,2,"[-6.343, -3.343, -2.907]","[6.359, 0.686, 1.777]",True,True
frl_apartment_5,seq_0008,4,4,"[-6.343, -3.604, -2.907]","[6.566, 0.686, 1.826]",True,True
frl_apartment_5,seq_0008,8,8,"[-7.219, -3.604, -3.489]","[7.071, 0.712, 2.115]",True,True
frl_apartment_5,seq_0008,16,16,"[-7.95, -3.609, -4.489]","[7.631, 0.712, 2.24]",True,True
frl_apartment_5,seq_0008,-1,24,"[-8.186, -3.609, -4.489]","[7.631, 0.712, 2.439]",True,True
frl_apartment_5,seq_0009,1,1,"[-1.399, -3.604, -7.203]","[11.011, 0.712, 1.87]",True,True
frl_apartment_5,seq_0009,2,2,"[-4.02, -3.604, -8.44]","[11.011, 1.732, 1.87]",True,True
frl_apartment_5,seq_0009,4,4,"[-4.02, -3.604, -8.44]","[11.26, 1.732, 2.011]",True,True
frl_apartment_5,seq_0009,8,8,"[-4.02, -3.685, -8.44]","[11.011, 1.906, 1.972]",True,True
frl_apartment_5,seq_0009,16,16,"[-4.02, -3.685, -8.44]","[11.26, 2.057, 2.146]",True,True
frl_apartment_5,seq_0009,-1,34,"[-4.02, -3.685, -8.476]","[11.26, 2.057, 2.146]",True,True
frl_apartment_5,seq_0010,1,1,"[-3.748, -3.318, -8.834]","[9.609, 0.734, 1.247]",True,True
frl_apartment_5,seq_0010,2,2,"[-3.748, -3.604, -8.834]","[11.307, 0.734, 1.676]",True,True
frl_apartment_5,seq_0010,4,4,"[-3.748, -3.604, -8.834]","[11.307, 0.734, 2.047]",True,True
frl_apartment_5,seq_0010,8,8,"[-3.748, -3.604, -8.834]","[11.307, 0.734, 2.191]",True,True
frl_apartment_5,seq_0010,16,16,"[-3.748, -3.604, -8.959]","[11.307, 0.734, 2.558]",True,True
frl_apartment_5,seq_0010,-1,32,"[-3.802, -3.604, -8.959]","[11.307, 0.734, 2.558]",True,True
frl_apartment_5,seq_0011,1,1,"[-3.606, -3.604, -2.73]","[6.867, 0.579, 1.573]",True,True
frl_apartment_5,seq_0011,2,2,"[-3.851, -3.604, -2.73]","[6.867, 0.712, 1.573]",True,True
frl_apartment_5,seq_0011,4,4,"[-7.498, -3.604, -2.73]","[6.867, 0.712, 1.573]",True,True
frl_apartment_5,seq_0011,8,8,"[-4.268, -3.607, -2.73]","[7.724, 0.712, 1.573]",True,True
frl_apartment_5,seq_0011,16,16,"[-7.498, -3.607, -2.73]","[7.724, 0.712, 1.573]",True,True
frl_apartment_5,seq_0011,-1,18,"[-7.498, -3.607, -2.73]","[7.724, 0.755, 1.573]",True,True
frl_apartment_5,seq_0012,1,1,"[-4.831, -3.385, -7.548]","[6.212, 0.715, 1.681]",True,True
frl_apartment_5,seq_0012,2,2,"[-4.831, -3.414, -7.548]","[10.381, 0.715, 5.087]",True,True
frl_apartment_5,seq_0012,4,4,"[-4.831, -3.45, -7.548]","[11.622, 0.715, 5.087]",True,True
frl_apartment_5,seq_0012,8,8,"[-4.831, -3.604, -7.91]","[11.745, 0.715, 5.087]",True,True
frl_apartment_5,seq_0012,16,15,"[-4.831, -3.604, -7.91]","[11.745, 0.788, 5.087]",True,True
frl_apartment_5,seq_0012,-1,15,"[-4.831, -3.604, -7.91]","[11.745, 0.788, 5.087]",True,True
frl_apartment_5,seq_0013,1,1,"[-3.402, -3.467, -9.246]","[10.393, 1.13, 0.501]",True,True
frl_apartment_5,seq_0013,2,2,"[-3.442, -3.604, -9.246]","[10.393, 1.13, 2.037]",True,True
frl_apartment_5,seq_0013,4,4,"[-3.442, -3.604, -9.246]","[10.393, 1.13, 2.037]",True,True
frl_apartment_5,seq_0013,8,8,"[-3.442, -3.604, -9.246]","[10.568, 1.13, 3.114]",True,True
frl_apartment_5,seq_0013,16,16,"[-3.442, -3.604, -9.266]","[10.705, 1.13, 3.114]",True,True
frl_apartment_5,seq_0013,-1,16,"[-3.442, -3.604, -9.266]","[10.705, 1.13, 3.114]",True,True
frl_apartment_5,seq_0014,1,1,"[-1.367, -3.332, -8.347]","[6.514, 0.645, 1.485]",True,True
frl_apartment_5,seq_0014,2,2,"[-1.865, -3.595, -8.347]","[9.937, 0.645, 1.485]",True,True
frl_apartment_5,seq_0014,4,4,"[-3.106, -3.595, -8.347]","[9.937, 0.712, 2.076]",True,True
frl_apartment_5,seq_0014,8,8,"[-3.446, -3.653, -8.794]","[9.937, 0.745, 2.834]",True,True
frl_apartment_5,seq_0014,16,16,"[-3.116, -3.639, -9.143]","[10.583, 0.732, 3.274]",True,True
frl_apartment_5,seq_0014,-1,44,"[-3.772, -3.653, -9.418]","[10.583, 0.745, 3.384]",True,True
office_4,seq_0000,1,1,"[-1.416, -3.067, -4.457]","[7.893, 0.795, 2.198]",True,True
office_4,seq_0000,2,2,"[-1.416, -3.106, -5.139]","[7.893, 0.863, 3.15]",True,True
office_4,seq_0000,4,4,"[-2.322, -3.136, -5.291]","[7.893, 0.863, 4.161]",True,True
office_4,seq_0000,8,8,"[-2.322, -3.136, -5.291]","[7.893, 0.873, 3.15]",True,True
office_4,seq_0000,16,15,"[-2.322, -3.136, -5.291]","[9.341, 0.883, 4.431]",True,True
office_4,seq_0000,-1,15,"[-2.322, -3.136, -5.291]","[9.341, 0.883, 4.431]",True,True
office_4,seq_0001,1,1,"[-2.364, -3.03, -4.521]","[5.145, 0.939, 0.785]",True,True
office_4,seq_0001,2,2,"[-2.364, -3.057, -5.102]","[5.322, 0.939, 2.798]",True,True
office_4,seq_0001,4,4,"[-3.142, -3.108, -5.102]","[5.322, 0.939, 2.798]",True,True
office_4,seq_0001,8,8,"[-2.452, -3.096, -5.102]","[5.354, 0.939, 4.412]",True,True
